accuracy,dataset,mean,step
0.5,hot_13_31,0.5986489653587341,73
0.699999988079071,hot_13_31,0.6000003218650818,74
0.699999988079071,hot_13_31,0.6013160943984985,75
0.6000000238418579,hot_13_31,0.601298987865448,76
0.699999988079071,hot_13_31,0.6025643944740295,77
0.6000000238418579,hot_13_31,0.602531909942627,78
0.6000000238418579,hot_13_31,0.6025002598762512,79
0.699999988079071,hot_13_31,0.6037039756774902,80
0.699999988079071,hot_13_31,0.604878306388855,81
0.699999988079071,hot_13_31,0.6060243248939514,82
0.699999988079071,hot_13_31,0.6071431636810303,83
0.7333333492279053,hot_13_31,0.6086277365684509,84
0.699999988079071,hot_13_31,0.6096901893615723,85
0.7333333492279053,hot_13_31,0.6111114025115967,86
0.7333333492279053,hot_13_31,0.6125003099441528,87
0.699999988079071,hot_13_31,0.6134834289550781,88
0.7333333492279053,hot_13_31,0.6148151159286499,89
0.699999988079071,hot_13_31,0.6157512068748474,90
0.699999988079071,hot_13_31,0.6166669726371765,91
0.46666666865348816,hot_13_31,0.6150540709495544,92
0.5666666626930237,hot_13_31,0.6145392656326294,93
0.46666666865348816,hot_13_31,0.6129827499389648,94
0.46666666865348816,hot_13_31,0.6114586591720581,95
0.6333333253860474,hot_13_31,0.6116841435432434,96
0.6333333253860474,hot_13_31,0.611905038356781,97
0.6333333253860474,hot_13_31,0.6121215224266052,98
0.6333333253860474,hot_13_31,0.6123336553573608,99
0.3333333432674408,hot_13_31,0.6095712780952454,100
0.5333333611488342,hot_13_31,0.6088238954544067,101
0.3333333432674408,hot_13_31,0.6061491966247559,102
0.3333333432674408,hot_13_31,0.6035259366035461,103
0.6333333253860474,hot_13_31,0.6038098335266113,104
0.5333333611488342,hot_13_31,0.6031449437141418,105
0.6333333253860474,hot_13_31,0.6034270524978638,106
0.6333333253860474,hot_13_31,0.6037039756774902,107
0.5,hot_13_31,0.6027525067329407,108
0.6333333253860474,hot_13_31,0.6030305027961731,109
0.5,hot_13_31,0.6021023392677307,110
0.5,hot_13_31,0.6011907458305359,111
0.6666666865348816,hot_13_31,0.6017701029777527,112
0.8333333134651184,hot_13_31,0.6038013696670532,113
0.6666666865348816,hot_13_31,0.6043480038642883,114
0.6666666865348816,hot_13_31,0.6048852205276489,115
0.7666666507720947,hot_13_31,0.606268048286438,116
0.7666666507720947,hot_13_31,0.6076273322105408,117
0.7666666507720947,hot_13_31,0.6089639067649841,118
0.7666666507720947,hot_13_31,0.6102780699729919,119
0.699999988079071,hot_13_31,0.611019492149353,120
0.699999988079071,hot_13_31,0.6117488145828247,121
0.699999988079071,hot_13_31,0.6124663352966309,122
0.699999988079071,hot_13_31,0.6131722331047058,123
0.699999988079071,hot_13_31,0.6138668656349182,124
0.699999988079071,hot_13_31,0.6145504117012024,125
0.699999988079071,hot_13_31,0.6152231693267822,126
0.699999988079071,hot_13_31,0.6158854961395264,127
0.7666666507720947,hot_13_31,0.6170543432235718,128
0.7666666507720947,hot_13_31,0.6182052493095398,129
0.7666666507720947,hot_13_31,0.6193385720252991,130
0.7666666507720947,hot_13_31,0.620454728603363,131
0.7333333492279053,hot_13_31,0.6213034391403198,132
0.7333333492279053,hot_13_31,0.6221393942832947,133
0.7333333492279053,hot_13_31,0.6229630708694458,134
0.7333333492279053,hot_13_31,0.6237745881080627,135
0.7666666507720947,hot_13_31,0.6248176097869873,136
0.7666666507720947,hot_13_31,0.6258455514907837,137
0.7666666507720947,hot_13_31,0.626858651638031,138
0.7666666507720947,hot_13_31,0.6278573274612427,139
0.6666666865348816,hot_13_31,0.6281325221061707,140
0.6666666865348816,hot_13_31,0.628403902053833,141
0.6666666865348816,hot_13_31,0.6286714673042297,142
0.6666666865348816,hot_13_31,0.6289352774620056,143
0.5666666626930237,hot_13_31,0.6285058259963989,144
0.5666666626930237,hot_13_31,0.628082275390625,145
0.5666666626930237,hot_13_31,0.6276644468307495,146
0.5666666626930237,hot_13_31,0.6272523403167725,147
0.6666666865348816,hot_13_31,0.6275168061256409,148
0.6666666865348816,hot_13_31,0.6277778148651123,149
0.6666666865348816,hot_13_31,0.628035306930542,150
0.6666666865348816,hot_13_31,0.6282894611358643,151
0.6666666865348816,hot_13_31,0.6285402774810791,152
0.6666666865348816,hot_13_31,0.6287878155708313,153
0.6666666865348816,hot_13_31,0.6290321946144104,154
0.6666666865348816,hot_13_31,0.6292734742164612,155
0.6333333253860474,hot_13_31,0.6292992830276489,156
0.6333333253860474,hot_13_31,0.6293247938156128,157
0.6333333253860474,hot_13_31,0.6293500065803528,158
0.6333333253860474,hot_13_31,0.6293749213218689,159
0.6666666865348816,hot_13_31,0.6296064853668213,160
0.6666666865348816,hot_13_31,0.6298352479934692,161
0.6666666865348816,hot_13_31,0.630061149597168,162
0.6666666865348816,hot_13_31,0.6302843689918518,163
0.5,hot_13_31,0.6294947862625122,164
0.5,hot_13_31,0.6287146806716919,165
0.5,hot_13_31,0.6279439926147461,166
0.5,hot_13_31,0.6271823644638062,167
0.6666666865348816,hot_13_31,0.6274160146713257,168
0.6666666865348816,hot_13_31,0.6276468634605408,169
0.6666666865348816,hot_13_31,0.627875030040741,170
0.6666666865348816,hot_13_31,0.628100574016571,171
0.699999988079071,hot_13_31,0.6285161375999451,172
0.699999988079071,hot_13_31,0.6289269328117371,173
0.699999988079071,hot_13_31,0.6293330788612366,174
0.699999988079071,hot_13_31,0.6297345757484436,175
0.5666666626930237,hot_13_31,0.6293782591819763,176
0.5666666626930237,hot_13_31,0.629025936126709,177
0.5666666626930237,hot_13_31,0.6286775469779968,178
0.5666666626930237,hot_13_31,0.6283330321311951,179
0.699999988079071,hot_13_31,0.628728985786438,180
0.699999988079071,hot_13_31,0.6291205883026123,181
0.699999988079071,hot_13_31,0.629507839679718,182
0.699999988079071,hot_13_31,0.6298909783363342,183
0.6333333253860474,hot_13_31,0.6299095749855042,184
0.6333333253860474,hot_13_31,0.629927933216095,185
0.6333333253860474,hot_13_31,0.6299461722373962,186
0.6333333253860474,hot_13_31,0.6299641132354736,187
0.6666666865348816,hot_13_31,0.6301583051681519,188
0.6666666865348816,hot_13_31,0.6303504705429077,189
0.6666666865348816,hot_13_31,0.6305406093597412,190
0.6666666865348816,hot_13_31,0.6307287216186523,191
0.8333333134651184,hot_13_31,0.6317784786224365,192
0.8333333134651184,hot_13_31,0.6328174471855164,193
0.8333333134651184,hot_13_31,0.6338457465171814,194
0.8333333134651184,hot_13_31,0.634863555431366,195
0.5333333611488342,hot_13_31,0.6343481540679932,196
0.5333333611488342,hot_13_31,0.6338379979133606,197
0.5333333611488342,hot_13_31,0.6333329677581787,198
0.5333333611488342,hot_13_31,0.632832944393158,199
0.6333333253860474,hot_13_31,0.6328353881835938,200
0.6333333253860474,hot_13_31,0.6328378915786743,201
0.6333333253860474,hot_13_31,0.6328402757644653,202
0.6333333253860474,hot_13_31,0.6328427195549011,203
0.6000000238418579,hot_13_31,0.6326825618743896,204
0.6000000238418579,hot_13_31,0.6325238943099976,205
0.6000000238418579,hot_13_31,0.6323668360710144,206
0.6000000238418579,hot_13_31,0.6322112679481506,207
0.6666666865348816,hot_13_31,0.6323760747909546,208
0.6666666865348816,hot_13_31,0.6325394511222839,209
0.6666666865348816,hot_13_31,0.6327012181282043,210
0.6666666865348816,hot_13_31,0.6328614354133606,211
0.6000000238418579,hot_13_31,0.6327071785926819,212
0.6000000238418579,hot_13_31,0.6325543522834778,213
0.6000000238418579,hot_13_31,0.6324030160903931,214
0.6000000238418579,hot_13_31,0.6322529911994934,215
0.5666666626930237,hot_13_31,0.6319507360458374,216
0.5666666626930237,hot_13_31,0.6316512823104858,217
0.5666666626930237,hot_13_31,0.6313545107841492,218
0.5666666626930237,hot_13_31,0.6310604810714722,219
0.699999988079071,hot_13_31,0.6313724517822266,220
0.699999988079071,hot_13_31,0.6316815614700317,221
0.699999988079071,hot_13_31,0.6319879293441772,222
0.699999988079071,hot_13_31,0.6322915554046631,223
0.699999988079071,hot_13_31,0.6325924396514893,224
0.699999988079071,hot_13_31,0.6328907012939453,225
0.699999988079071,hot_13_31,0.6331862807273865,226
0.699999988079071,hot_13_31,0.6334793567657471,227
0.6000000238418579,hot_13_31,0.633333146572113,228
0.6000000238418579,hot_13_31,0.6331882476806641,229
0.6000000238418579,hot_13_31,0.6330446004867554,230
0.6000000238418579,hot_13_31,0.632902204990387,231
0.6666666865348816,hot_13_31,0.6330471634864807,232
0.6666666865348816,hot_13_31,0.6331908702850342,233
0.6666666865348816,hot_13_31,0.6333332657814026,234
0.6666666865348816,hot_13_31,0.633474588394165,235
0.699999988079071,hot_13_31,0.6337552070617676,236
0.46666666865348816,hot_13_31,0.633053183555603,237
0.46666666865348816,hot_13_31,0.6323569416999817,238
0.46666666865348816,hot_13_31,0.6316666007041931,239
0.7333333492279053,hot_13_31,0.6320884823799133,240
0.7666666507720947,hot_13_31,0.6326444745063782,241
0.7666666507720947,hot_13_31,0.6331959962844849,242
0.7666666507720947,hot_13_31,0.6337429881095886,243
0.5,hot_13_31,0.6331971287727356,244
0.6000000238418579,hot_13_31,0.6330621838569641,245
0.6000000238418579,hot_13_31,0.6329284310340881,246
0.6000000238418579,hot_13_31,0.6327956318855286,247
0.6000000238418579,hot_13_31,0.632663905620575,248
0.7666666507720947,hot_13_31,0.6331999897956848,249
0.7666666507720947,hot_13_31,0.6337317228317261,250
0.7666666507720947,hot_13_31,0.6342592239379883,251
0.6000000238418579,hot_13_31,0.6341238021850586,252
0.6666666865348816,hot_13_31,0.6342519521713257,253
0.6666666865348816,hot_13_31,0.6343790888786316,254
0.6666666865348816,hot_13_31,0.6345052123069763,255
0.699999988079071,hot_13_31,0.6347600221633911,256
0.699999988079071,hot_13_31,0.6350129246711731,257
0.699999988079071,hot_13_31,0.6352638006210327,258
0.699999988079071,hot_13_31,0.6355127692222595,259
0.6000000238418579,hot_13_31,0.6353766918182373,260
0.5333333611488342,hot_13_31,0.6349872946739197,261
0.5333333611488342,hot_13_31,0.634600818157196,262
0.5333333611488342,hot_13_31,0.6342172622680664,263
0.5666666626930237,hot_13_31,0.6339623332023621,264
0.5333333611488342,hot_13_31,0.6335840821266174,265
0.5333333611488342,hot_13_31,0.6332086324691772,266
0.5333333611488342,hot_13_31,0.6328359246253967,267
0.6000000238418579,hot_13_31,0.6327139139175415,268
0.5666666626930237,hot_13_31,0.6324692964553833,269
0.5666666626930237,hot_13_31,0.6322264671325684,270
0.5666666626930237,hot_13_31,0.6319854259490967,271
0.6000000238418579,hot_13_31,0.631868302822113,272
0.6333333253860474,hot_13_31,0.631873607635498,273
0.6333333253860474,hot_13_31,0.6318789720535278,274
0.6333333253860474,hot_13_31,0.6318842172622681,275
0.800000011920929,hot_13_31,0.6324911117553711,276
0.699999988079071,hot_13_31,0.632733941078186,277
0.699999988079071,hot_13_31,0.6329750418663025,278
0.699999988079071,hot_13_31,0.6332144141197205,279
0.699999988079071,hot_13_31,0.6334520578384399,280
0.7666666507720947,hot_13_31,0.6339244246482849,281
0.7666666507720947,hot_13_31,0.6343935132026672,282
0.7666666507720947,hot_13_31,0.6348592042922974,283
0.699999988079071,hot_13_31,0.635087788105011,284
0.7333333492279053,hot_13_31,0.6354312896728516,285
0.7333333492279053,hot_13_31,0.6357724666595459,286
0.7333333492279053,hot_13_31,0.6361111998558044,287
0.699999988079071,hot_13_31,0.6363322734832764,288
0.6000000238418579,hot_13_31,0.6362069845199585,289
0.6000000238418579,hot_13_31,0.6360825896263123,290
0.6000000238418579,hot_13_31,0.6359590291976929,291
0.699999988079071,hot_13_31,0.6361775994300842,292
0.5,hot_13_31,0.6357144117355347,293
0.5,hot_13_31,0.6352543830871582,294
0.5,hot_13_31,0.6347974538803101,295
0.5666666626930237,hot_13_31,0.6345680356025696,296
0.5,hot_13_31,0.6341164708137512,297
0.5,hot_13_31,0.6336678862571716,298
0.5,hot_13_31,0.6332223415374756,299
0.46666666865348816,hot_13_31,0.6326689720153809,300
0.5333333611488342,hot_13_31,0.6323400735855103,301
0.5333333611488342,hot_13_31,0.6320133805274963,302
0.5333333611488342,hot_13_31,0.6316887736320496,303
0.6333333253860474,hot_13_31,0.6316941380500793,304
0.5333333611488342,hot_13_31,0.6313727498054504,305
0.5333333611488342,hot_13_31,0.6310533881187439,306
0.5333333611488342,hot_13_31,0.6307361721992493,307
0.5,hot_13_31,0.6303130984306335,308
0.4333333373069763,hot_13_31,0.6296776533126831,309
0.4333333373069763,hot_13_31,0.6290463209152222,310
0.4333333373069763,hot_13_31,0.628419041633606,311
0.6333333253860474,hot_13_31,0.6284347176551819,312
0.5666666626930237,hot_13_31,0.6282380223274231,313
0.5666666626930237,hot_13_31,0.6280425786972046,314
0.5666666626930237,hot_13_31,0.6278483271598816,315
0.5,hot_13_31,0.6274450421333313,316
0.6666666865348816,hot_13_31,0.6275683641433716,317
0.6666666865348816,hot_13_31,0.6276909112930298,318
0.6666666865348816,hot_13_31,0.6278128027915955,319
0.6000000238418579,hot_13_31,0.627726137638092,320
0.6333333253860474,hot_13_31,0.6277435421943665,321
0.6333333253860474,hot_13_31,0.6277608275413513,322
0.6333333253860474,hot_13_31,0.6277780532836914,323
0.6666666865348816,hot_13_31,0.6278977394104004,324
0.7666666507720947,hot_13_31,0.6283233761787415,325
0.7666666507720947,hot_13_31,0.6287464499473572,326
0.7666666507720947,hot_13_31,0.6291669011116028,327
0.6333333253860474,hot_13_31,0.6291795969009399,328
0.36666667461395264,hot_13_31,0.6283840537071228,329
0.36666667461395264,hot_13_31,0.6275933980941772,330
0.36666667461395264,hot_13_31,0.626807451248169,331
0.699999988079071,hot_13_31,0.6270272731781006,332
0.6666666865348816,hot_13_31,0.6271460056304932,333
0.6666666865348816,hot_13_31,0.6272639632225037,334
0.6666666865348816,hot_13_31,0.6273812651634216,335
0.6333333253860474,hot_13_31,0.6273989081382751,336
0.5,hot_13_31,0.6270219683647156,337
0.5,hot_13_31,0.6266472935676575,338
0.5,hot_13_31,0.6262747645378113,339
0.7333333492279053,hot_13_31,0.626588761806488,340
0.800000011920929,hot_13_31,0.6270958185195923,341
0.800000011920929,hot_13_31,0.6275999546051025,342
0.800000011920929,hot_13_31,0.6281010508537292,343
0.5666666626930237,hot_13_31,0.6279230117797852,344
0.699999988079071,hot_13_31,0.6281313300132751,345
0.699999988079071,hot_13_31,0.6283383965492249,346
0.699999988079071,hot_13_31,0.6285443305969238,347
0.699999988079071,hot_13_31,0.6287490725517273,348
0.699999988079071,hot_13_31,0.6289526224136353,349
0.699999988079071,hot_13_31,0.6291550397872925,350
0.699999988079071,hot_13_31,0.629356324672699,351
0.7333333492279053,hot_13_31,0.6296508312225342,352
0.7333333492279053,hot_13_31,0.6299437880516052,353
0.7333333492279053,hot_13_31,0.6302350163459778,354
0.7333333492279053,hot_13_31,0.6305246353149414,355
0.6333333253860474,hot_13_31,0.6305325031280518,356
0.6333333253860474,hot_13_31,0.6305403113365173,357
0.6333333253860474,hot_13_31,0.6305480599403381,358
0.6333333253860474,hot_13_31,0.6305558085441589,359
0.6333333253860474,hot_13_31,0.630563497543335,360
0.6333333253860474,hot_13_31,0.630571186542511,361
0.6333333253860474,hot_13_31,0.6305787563323975,362
0.6333333253860474,hot_13_31,0.6305863261222839,363
0.5333333611488342,hot_13_31,0.6303198933601379,364
0.5333333611488342,hot_13_31,0.6300548911094666,365
0.5333333611488342,hot_13_31,0.6297913789749146,366
0.5333333611488342,hot_13_31,0.6295292973518372,367
0.6333333253860474,hot_13_31,0.6295396089553833,368
0.6333333253860474,hot_13_31,0.6295498609542847,369
0.6333333253860474,hot_13_31,0.6295599937438965,370
0.6333333253860474,hot_13_31,0.6295701861381531,371
0.7666666507720947,hot_13_31,0.6299377083778381,372
0.7666666507720947,hot_13_31,0.6303033232688904,373
0.7666666507720947,hot_13_31,0.6306669116020203,374
0.7666666507720947,hot_13_31,0.6310285925865173,375
0.6000000238418579,hot_13_31,0.6309462785720825,376
0.6000000238418579,hot_13_31,0.6308644413948059,377
0.6000000238418579,hot_13_31,0.6307830810546875,378
0.6000000238418579,hot_13_31,0.6307020783424377,379
0.5333333611488342,hot_13_31,0.6304464936256409,380
0.5333333611488342,hot_13_31,0.6301922798156738,381
0.5333333611488342,hot_13_31,0.6299394369125366,382
0.5333333611488342,hot_13_31,0.6296879053115845,383
0.6333333253860474,hot_13_31,0.629697322845459,384
0.6333333253860474,hot_13_31,0.6297067403793335,385
0.6333333253860474,hot_13_31,0.6297160983085632,386
0.6333333253860474,hot_13_31,0.6297253966331482,387
0.4333333373069763,hot_13_31,0.6292205452919006,388
0.4333333373069763,hot_13_31,0.6287183165550232,389
0.4333333373069763,hot_13_31,0.6282185912132263,390
0.4333333373069763,hot_13_31,0.6277214288711548,391
0.5333333611488342,hot_13_31,0.6274812817573547,392
0.5333333611488342,hot_13_31,0.6272423267364502,393
0.5333333611488342,hot_13_31,0.6270046234130859,394
0.5333333611488342,hot_13_31,0.6267681121826172,395
0.7333333492279053,hot_13_31,0.6270365118980408,396
0.7333333492279053,hot_13_31,0.6273036003112793,397
0.7333333492279053,hot_13_31,0.6275693774223328,398
0.7333333492279053,hot_13_31,0.6278337836265564,399
0.6333333253860474,hot_13_31,0.6278474926948547,400
0.6333333253860474,hot_13_31,0.6278611421585083,401
0.6333333253860474,hot_13_31,0.6278747320175171,402
0.6333333253860474,hot_13_31,0.6278882026672363,403
0.6666666865348816,hot_13_31,0.6279839873313904,404
0.6666666865348816,hot_13_31,0.6280792355537415,405
0.6666666865348816,hot_13_31,0.6281740665435791,406
0.6666666865348816,hot_13_31,0.6282684803009033,407
0.5,hot_13_31,0.6279548406600952,408
0.5,hot_13_31,0.6276427507400513,409
0.5,hot_13_31,0.6273321509361267,410
0.5,hot_13_31,0.6270231008529663,411
0.5666666626930237,hot_13_31,0.6268770694732666,412
0.5666666626930237,hot_13_31,0.6267316341400146,413
0.5666666626930237,hot_13_31,0.6265869140625,414
0.5666666626930237,hot_13_31,0.6264429092407227,415
0.800000011920929,hot_13_31,0.6268590688705444,416
0.800000011920929,hot_13_31,0.6272732615470886,417
0.800000011920929,hot_13_31,0.6276854872703552,418
0.800000011920929,hot_13_31,0.6280957460403442,419
0.6333333253860474,hot_13_31,0.6281082034111023,420
0.6333333253860474,hot_13_31,0.6281205415725708,421
0.6333333253860474,hot_13_31,0.6281328797340393,422
0.6333333253860474,hot_13_31,0.6281450986862183,423
0.5,hot_13_31,0.6278435587882996,424
0.5,hot_13_31,0.6275435090065002,425
0.5,hot_13_31,0.627244770526886,426
0.5,hot_13_31,0.6269474625587463,427
0.699999988079071,hot_13_31,0.6271178126335144,428
0.699999988079071,hot_13_31,0.6272873282432556,429
0.699999988079071,hot_13_31,0.6274560689926147,430
0.699999988079071,hot_13_31,0.6276240348815918,431
0.800000011920929,hot_13_31,0.6280220746994019,432
0.800000011920929,hot_13_31,0.6284183263778687,433
0.800000011920929,hot_13_31,0.6288127303123474,434
0.800000011920929,hot_13_31,0.6292052865028381,435
0.6666666865348816,hot_13_31,0.6292909979820251,436
0.6666666865348816,hot_13_31,0.6293762922286987,437
0.6666666865348816,hot_13_31,0.6294612884521484,438
0.6666666865348816,hot_13_31,0.6295458078384399,439
0.5666666626930237,hot_13_31,0.6294032335281372,440
0.5666666626930237,hot_13_31,0.6292613744735718,441
0.5666666626930237,hot_13_31,0.6291201114654541,442
0.5666666626930237,hot_13_31,0.6289794445037842,443
0.6666666865348816,hot_13_31,0.62906414270401,444
0.6666666865348816,hot_13_31,0.6291484236717224,445
0.6666666865348816,hot_13_31,0.6292323470115662,446
0.6666666865348816,hot_13_31,0.6293158531188965,447
0.6666666865348816,hot_13_31,0.6293990612030029,448
0.6666666865348816,hot_13_31,0.629481852054596,449
0.6666666865348816,hot_13_31,0.6295642256736755,450
0.6666666865348816,hot_13_31,0.6296463012695312,451
0.699999988079071,hot_13_31,0.6298016309738159,452
0.699999988079071,hot_13_31,0.6299562454223633,453
0.699999988079071,hot_13_31,0.6301102638244629,454
0.699999988079071,hot_13_31,0.6302635669708252,455
0.46666666865348816,hot_13_31,0.6299055814743042,456
0.46666666865348816,hot_13_31,0.6295492053031921,457
0.46666666865348816,hot_13_31,0.6291943192481995,458
0.46666666865348816,hot_13_31,0.628840982913971,459
0.699999988079071,hot_13_31,0.628995418548584,460
0.699999988079071,hot_13_31,0.6291491389274597,461
0.699999988079071,hot_13_31,0.6293021440505981,462
0.699999988079071,hot_13_31,0.6294545531272888,463
0.5666666626930237,hot_13_31,0.6293196082115173,464
0.6333333253860474,hot_13_31,0.629328191280365,465
0.5666666626930237,hot_13_31,0.6291940212249756,466
0.6333333253860474,hot_13_31,0.6292029023170471,467
0.6666666865348816,hot_13_31,0.6292827725410461,468
0.6333333253860474,hot_13_31,0.6292913556098938,469
0.6666666865348816,hot_13_31,0.6293707489967346,470
0.6333333253860474,hot_13_31,0.6293790936470032,471
0.5666666626930237,hot_13_31,0.6292465329170227,472
0.6333333253860474,hot_13_31,0.6292551159858704,473
0.5666666626930237,hot_13_31,0.6291233897209167,474
0.6333333253860474,hot_13_31,0.6291322708129883,475
0.5,hot_13_31,0.6288614869117737,476
0.6666666865348816,hot_13_31,0.6289405822753906,477
0.5,hot_13_31,0.628671407699585,478
0.6666666865348816,hot_13_31,0.6287505626678467,479
0.7666666507720947,hot_13_31,0.6290372610092163,480
0.8333333134651184,hot_13_31,0.6294611692428589,481
0.7666666507720947,hot_13_31,0.6297451853752136,482
0.8333333134651184,hot_13_31,0.6301658153533936,483
0.6666666865348816,hot_13_31,0.6302410960197449,484
0.6333333253860474,hot_13_31,0.6302474141120911,485
0.6666666865348816,hot_13_31,0.6303222179412842,486
0.6333333253860474,hot_13_31,0.630328357219696,487
0.7333333492279053,hot_13_31,0.6305390000343323,488
0.699999988079071,hot_13_31,0.6306807994842529,489
0.7333333492279053,hot_13_31,0.6308899521827698,490
0.699999988079071,hot_13_31,0.6310303807258606,491
0.8333333134651184,hot_13_31,0.6314407587051392,492
0.7333333492279053,hot_13_31,0.6316470503807068,493
0.8333333134651184,hot_13_31,0.6320545077323914,494
0.7333333492279053,hot_13_31,0.6322586536407471,495
0.5666666626930237,hot_13_31,0.6321267485618591,496
0.7333333492279053,hot_13_31,0.6323299407958984,497
0.5666666626930237,hot_13_31,0.6321984529495239,498
0.7333333492279053,hot_13_31,0.6324007511138916,499
0.6000000238418579,hot_13_31,0.6323360204696655,500
0.5333333611488342,hot_13_31,0.6321388483047485,501
0.6000000238418579,hot_13_31,0.6320748925209045,502
0.5333333611488342,hot_13_31,0.6318790316581726,503
0.6666666865348816,hot_13_31,0.6319478750228882,504
0.6333333253860474,hot_13_31,0.6319506168365479,505
0.6666666865348816,hot_13_31,0.63201904296875,506
0.6333333253860474,hot_13_31,0.6320216059684753,507
0.5666666626930237,hot_13_31,0.6318932771682739,508
0.4000000059604645,hot_13_31,0.6314386129379272,509
0.5666666626930237,hot_13_31,0.63131183385849,510
0.4000000059604645,hot_13_31,0.6308600306510925,511
0.6666666865348816,hot_13_31,0.6309298276901245,512
0.5333333611488342,hot_13_31,0.6307399272918701,513
0.6666666865348816,hot_13_31,0.6308096647262573,514
0.5333333611488342,hot_13_31,0.6306207180023193,515
0.800000011920929,hot_13_31,0.6309483647346497,516
0.6333333253860474,hot_13_31,0.6309528946876526,517
0.800000011920929,hot_13_31,0.6312786340713501,518
0.6333333253860474,hot_13_31,0.6312825679779053,519
0.6333333253860474,hot_13_31,0.6312865018844604,520
0.5,hot_13_31,0.6310349702835083,521
0.6333333253860474,hot_13_31,0.6310393810272217,522
0.5,hot_13_31,0.6307893395423889,523
0.800000011920929,hot_13_31,0.6311115622520447,524
0.2666666805744171,hot_13_31,0.6304187178611755,525
0.800000011920929,hot_13_31,0.6307404637336731,526
0.2666666805744171,hot_13_31,0.6300509572029114,527
0.6333333253860474,hot_13_31,0.630057156085968,528
